USERNAME,TEAMID
vltgdrpc99579,92
dqyoggvg60640,254
ccuwebqk66385,186
etsxmeck99370,316
cyekvyqk93133,212
oubjvnqw65433,418
dllaygge21708,129
gglhllke18666,946
frsbaskh46743,559
pemwhftp2921,969
tcwiokaq66210,4
rxankrdt84447,946
jhvhlpce41274,708
ygsinrex8656,793
alwrqavi35644,411
cjfalxxb67263,264
ocetgiug93334,353
fnefhgej60023,302
jsqpdarp31003,559
ibinfddi776,859
dummdjhf66169,570
cfbfvqyh67885,461
wkgyioce77453,559
wpnangpk22675,688
bdyslfaq92448,955
hgxesghy21958,582
rvxibora31017,519
isyflyao34167,946
wqssafex87659,84
clvcmapk25937,414
coqrqire24447,37
fpkhavyc25218,180
qwtwrlqs57926,978
uwxqmnvi81411,251
npvxdpmi68834,880
hjvyiddd38267,156
jlltkvrg30195,525
kkmyenft5432,91
tpecbekq51110,940
rtkklbvk67044,612
swbobqyo58567,45
xngxmvqi91317,81
tvewdhxa94005,770
ulgafuxp13560,280
qgdjlmmf85858,433
lmoqrbmi48253,763
gbiviavt69249,263
cjoyaybf49505,787
kvouvttu62620,585
qoclorgu78280,865
dqmspayj80336,305
kijepddn55580,342
qcpkgyth53348,41
obrfvtdp76425,651
bqetrpkw55405,451
qelotudp34780,312
leiofgyw82885,30
sparjuiv63216,78
edgvvwqy16620,961
cutofxqg22543,82
rhfcimhy1504,374
vknqsowm84514,261
btvnwsbj16757,736
delfaxao41441,820
hgwubxah72117,927
mdvapsiv38439,12
thpqqdqx59546,998
uympklms71508,35
ktboxmml8767,500
yuiagsmg13925,442
ebiyxhiw44229,760
orshilkc34650,39
vupytcel18673,460
sgmaykgd51182,888
osahvege376,411
xqwpibuf14512,714
emxeulmw27939,445
cixtlttx58399,671
jsrfyohx4372,983
oupgsara59812,201
lsaeafdp92814,884
djycikem44294,432
lvyccibg93497,914
vxkwjdgk42985,384
vsmypqur26385,269
xacjkcbe51898,54
vdvkgbgq18163,373
jnrsarnh71072,314
wibedhfp93252,363
dlbxeneh2919,429
ucbsudfv98836,466
hxhemnmn72111,937
tbvulsyx51340,795
eparpjie87258,555
yjlulllr78468,887
bebqfihk3294,766
wcfagajg44014,723
ldnmxrpi58241,750
epuyhvff86427,829
eniqyemu53644,366
ekxtrlbj71002,510
yblwyocl17170,946
xlqbtwsh55007,229
vbasdxvg38665,788
bjjeatip91906,615
gljgjwev97935,353
twghblhq54384,655
ukqsjhgf8399,332
iacinfpo40634,118
xdkkycit86225,976
rndsudnr37364,403
shnosefw17276,258
vqhfupyu54110,590
acegtrag32781,747
xsigsffb9396,623
faobmsuy27286,335
elwsfuqt44341,250
cnffebhj45389,272
ohdtcuwd65563,542
wwaapseg41754,353
dgniqxmh66460,575
bpoosffj70446,445
hjlgmfov60114,95
sacslmmu92317,975
vvtceitd62205,845
fcbpksby97165,450
bbndmgil99272,530
dmexlkei26212,556
nybxxlue81759,271
ujmhqvgd45669,874
mlhjqwgo74073,815
acfflcfx65958,819
xafwrsgu12645,684
oqrcrmyc23078,963
ejfprryk73911,900
tmktyjlk39165,500
mveebxmn68931,952
xutapqhv57042,264
ylxhrfog46455,148
flophsju62,358
eupvttix20178,582
qayhqruj42596,155
dtxjavct95574,527
wwkjyagx90672,166
nljfbxxo62064,183
freybwck60518,16
xosgbuje32679,342
jbulruei13710,568
mjyetwnd58908,748
gvyvboyy53641,55
yvjnlivr23142,602
pjmblexp13768,930
iokitljd10338,936
flrcahok69518,30
ihuksoet93203,334
ncrvesql90449,564
qshphdar21050,797
awfllrwv4887,380
dttscdch88716,388
heutcrjm89512,952
qykldljo77771,631
mepygdch11742,516
ubmftwrx1797,590
nriqjwgj44577,853
hnuvulhb60732,929
ucgkweri49317,269
fnshkfqt5887,264
uwpdheci67076,417
ybvvnraw44140,574
gpmgsnos92450,770
wsimkwcd66164,479
bdgmpcik6311,688
sbjjigcx63815,761
ntyslall30098,234
etjwngkh15499,557
kxdgxaum26942,123
wjhwxaho55459,310
fsykbifr14816,433
yvrtfeys11981,681
mubkndch76372,13
eifftarh92343,326
yvqrlxol47296,839
pwxwnsnw19893,653
fqjtqnpj39021,916
sdwiwbnj75396,392
ammcrvww6176,708
crsdmilw79152,131
hkjqiuco99856,511
jxmvstlh54893,731
cqtmarbm57006,596
csgusadf54683,899
rkwroykn64580,470
ifevgocv86789,49
fsigtmba1742,66
esvniouf81846,1
wclibmvp8740,250
ycamlxgs52211,969
klxuvttm51477,591
fkrnxaep48563,787
wlltuhsv52359,923
ecldvwof93939,276
frdpknsp34363,908
jldeotvy80605,212
daasuuxc83926,422
nkqhcdtv48040,398
joeaqeva71282,322
cxhkonwl20757,923
uklkhlsa78838,848
rudajohh74647,821
hdscpsxf81143,715
ufliteoe17758,985
oubefrlh86534,684
cqnglaqn15617,377
mimkdpgn98915,271
sdxcjhsn66616,281
gbnmkxfp82552,85
kjmhnten33388,595
fdykbqna16902,161
igcdradr65575,926
oougqvra7854,593
hxkkdspo9267,564
twrkbllb84167,695
utepmbgq81215,246
ebsahmmq42808,913
niawtnre4251,986
blnlkhks23649,701
hhqpwdwn37643,147
qydymplt88606,643
omoikrtp11757,374
uhbxcnpj51154,130
wluqemul70485,937
xkkilmon52163,66
gqesbxlw54670,579
cmcxshyb7573,134
gfsnbmsf12481,919
xjfgdshc57955,396
mmrqjbpc6697,91
itftophq36836,135
qgqbqrrl385,319
aftomnwh33511,108
enpppkdj39485,797
kylfnqsf71852,633
jqlvlxch20707,365
eyxtlxmi40680,215
rgnswiqo26514,152
ofufskhs11147,745
vqwymcee34041,594
wdnyhopf50647,647
aemycpww54964,942
cgrwhakr96786,755
qvqwfbxr44740,683
wmbubhvm84035,85
npbqmqxw25757,81
dinsdxgh29051,150
edccfljo6819,389
dkxjamju63901,898
lgguvgsx44025,150
evacdloh75950,919
liutbyqp81535,409
gjkowbse53912,46
rlkkicms29810,587
iddvoulg64100,102
arqiouhs88996,217
bwiquxuw78895,96
lfruvjek1081,759
gfgacrip59471,857
urnsieby18044,213
vmhyqhgq49685,711
nahyyjmj8974,322
fkshwjxy73475,538
cnlisvbo86790,729
knubkuev40233,255
knonvcgu27603,583
nrutdvrn53721,541
hxcspkdr69632,728
uoayhppw88456,388
dtwxsigh27924,798
kyswhckm44750,927
xyqjpwvj30765,248
xxdxtnex18900,775
jipxudes88220,596
xmrplblb27711,73
pvxymjgt31654,918
uyqmmyki8533,298
gmhnsygs20773,969
ajmvjmgt74523,845
dmvipqqw2377,97
riotbuhp43922,394
dlqgxtig17015,529
bglxedhp75967,64
uksoqlch93423,478
ysqvmafq41598,393
kbpiwcnv41068,963
djnrejju28310,262
qwdcaqiy48599,196
xsiaywpk28347,996
qxoeotyt23973,878
uqrgxskr88404,970
gocjatjj65520,773
ssptatga4818,266
wgcjcoau37704,488
xihfbnup32371,66
yptsyrei34165,463
evnonoey38886,756
bbddffed52449,817
hfqdxxec76549,910
rybmlbgb69798,808
ccpijwaf61175,665
wdwfjhsh5770,383
estcmeny47067,295
rieuyakb81576,483
pqorfaej60287,139
esqsnrvi36549,524
gmdijsus6339,449
ftiwyipj42133,733
jirdhwct99656,102
tucnpqqn63153,842
yqljijen71936,602
vjubogdd49604,976
jbtyuopu3475,246
laywjwyh8826,421
rfywqfgp87824,866
jrfbbgxo98403,389
gopxupew84078,58
eoyjegan2321,793
qwsfttrn32158,438
bttxdqdn98925,540
mqoaderc7841,7
qhbtubwu8803,817
gptfcxgr71512,379
ynbtyuoc13112,383
smbvnbla21579,287
ausjnuhe67457,932
rhpwocdk96993,461
gfbbvmpv96128,185
ajroefys87756,720
rqeflawx41521,464
wltxljhr930,857
gbjtkcct60866,199
nhcwhked99573,720
xknvgnxm7255,929
tssohkhb79688,661
ofsypsfe5575,150
catugvqn73526,439
gxlmsrdo36754,530
kjerlapt72306,495
rhchugit71126,849
allhhygl42550,463
xpnoscji52653,282
fopxyxlm69049,715
pgrruihy18961,506
olpgewey95694,713
dwvmffnk58124,466
nqrsdqbn50734,963
phswwprr45223,552
ryrpsbtc37560,396
fkxabqbu70651,339
ijgwfptp42599,64
crhiajkg72883,43
ebqxrwlx64317,167
cvkshkuu13425,304
hahsykbb92938,535
eakwasoh86852,955
dvfugadt78874,862
kpvupsnh42631,979
jumnnrmb11493,203
bdhqfpes4366,945
glciasdq91981,434
nawxeqkw14325,847
jflrectx26567,680
kniigbad95172,384
itskoupg82089,970
fhcrxfdp18851,447
mamdsijl46856,710
qkngaajm94090,744
vnktfftb10990,931
pngrnivg37382,277
hvyyehcg36407,634
ubwuwgbt70661,632
ktapygpp17046,974
gvwjckod97868,861
toesqcdt38309,482
cpnhfolm47679,66
sopwwppo34557,993
gnswbmdx34960,675
fcylhomf7023,441
jhqulhuu84307,783
lpnqhlkp9873,268
afterwmi81560,866
fmolbvru33233,705
iglkqasa64867,660
mdfenegs12680,837
vhclfenb46498,951
fepyweie72064,966
ncsdlohx59298,570
iovdlahe64481,471
oyfihysv55515,957
qesbhveq8543,38
fnxymway46403,211
qkcdbnfy31383,892
tsqpdyht60539,674
gbntfeec20422,383
hkiahsdr15720,769
qwyillpx53130,105
rdswqeef44625,962
uygodnds23540,526
gcuqdmkx89004,436
aincmbuc6799,965
uoepbawn76705,327
jfxadrbt8609,633
crlkmysu28033,129
ybeeogbs25736,381
cngkwret94364,176
anoplxdb4810,733
fcpgeoky18208,970
voemswxw22847,758
kikmtgwx18347,465
ghqntvfg30143,359
ndvhagbf45845,333
oidiwobh88714,578
nffdixwk27189,669
kvjawfbj12394,598
cdrkrtak8895,537
vudokkdm63452,234
epornwvg45507,278
pjfnxrbp91504,809
ukfnbjpl27123,498
ajbqqagn3031,513
vltlofqy24582,241
mkdeeinl37738,514
knsgfrlb43946,900
miesqmum88691,329
tdbsmime18398,75
dsgwnusc44677,212
ducpadcw34361,711
bkyuuqsm50913,620
oiyplhvd84230,549
lydqgjcm83447,127
aithsbbg60898,104
cvylchsc5178,510
hltgsqts60877,171
fkhvdapb26197,131
ceoepuvj43876,98
dowkinfk22346,122
illydlgt2880,883
cmxwcsdt74586,363
yquwgjxh35977,496
wfjntgub80359,687
xqjgqrxf74906,685
yxbcnpyw53076,284
uyhhurqn17938,924
nvngoewm70040,796
cifnpjjp34197,109
eopptqqe51265,174
gtpaokjp56418,41
ryemkojd51435,964
ffdxxjkx54793,749
rknbwype25365,339
awigwgoi89413,240
ejjvrlqu84161,843
cpfanayy72375,274
rhlborxt93566,506
mkxtbbjw30855,409
hrjylvyl77870,747
kngmbbti52354,630
nrtgfqgx85037,186
lfbvmhuw10003,553
efafmldk35812,349
lmfofjnc11088,363
atdjmrrx27427,992
wqfbyurl86952,363
qwofscmw88388,688
sdnvkies42054,255
vlctwkfl82010,172
hnqwaoay10472,36
rrmhfbce39566,853
mihqyuxf27470,722
gmdedgfw62618,864
hwvrcnna7767,918
tudayhjx72106,990
tnlfbcji36769,653
aaqryepa96323,817
fmydqvrn24692,777
swxafocy85635,499
derqftnk42121,643
mpxsmmyl12250,595
wqsaqpky54995,792
dhfftyxb63483,549
nnrkliuu3829,805
cbjvvuwj67186,503
fnvxpdsp26013,552
dhvacroq90774,301
tseqfqbj3866,603
kkbhqvir43581,755
ppfgwwhk31311,646
gvtbyvut71897,450
bxexgjbv31684,402
ghwkwgou78786,627
olltqeqn26535,651
tbuphxkn18294,991
mtixpyyy50268,668
yngbidcl11249,596
vpbiwvpd29389,598
sycrtrsa4971,306
vhudiqqb96485,17
ehvxvlxl52514,737
iorutnwx89476,217
fqhxwnfb17426,978
icvlfwgw93506,554
evgpqppk21077,855
uuxlanvb19747,535
orehjdeu36223,948
bdduicma79612,184
treupjxr95910,133
pbogrqwu4448,642
bcndsdyy31823,894
ffubuhyw81442,852
pwssqepb76610,282
xgaysmyl25960,697
qgnbpvhp66698,963
ngfqlsgn85177,888
enicurdj58227,447
wykbjqwt75279,480
txykgcaq27037,242
kidfibtc84438,909
cxfypane56505,393
ljohxxnl37990,61
qtyfypud31152,577
pmkittkr8199,966
ndqxtiqp42822,690
brlagfpa71220,408
hrkqgckr87247,645
vwfuseqx57133,872
mvuabcgr73870,941
llapckwh13231,994
oypnyxwa97674,387
lllwdphb2700,916
dslibhxd25778,273
jefijbwq90623,716
lbfdlshv31248,187
vvisbkmf25924,390
tbkrjqeh67231,613
ceybhhip15658,706
jlujixof12233,439
hnjsghsc1098,622
cvgmlxmn31697,504
fcomymgi87780,833
soribeun97039,353
updkokxx51710,477
fojtlotg73138,447
csxqgjeu42709,978
laqlxuip36670,160
qkqnousg32916,480
phnyecuu15592,54
npsxdomn12543,387
sijoaodb46447,70
sxtqtujj18148,40
cdgiyenr30376,475
hrvowuto90124,678
sgxnddpo31392,628
vjynsatn94624,441
fdjmxnfe1884,898
dsakldoc12627,306
uuvoekpf38107,341
gxemetbq95005,556
qnicrwny65763,85
wfmqcfeb4725,567
hepciipp31833,698
vlwrpvtc19630,463
ksomahpg29806,227
uaqnvdwt49346,445
qhqndanw19858,981
kemhsrco27320,420
aumrvpat11899,608
kbrmcxup74793,880
fwcxadku69183,469
glduovnq98590,871
uqsbuenf55327,833
dlagmghs75784,257
sceaclit90436,946
ytbupdwu99596,447
fqvehnlj5880,628
rhtxueql8858,203
xthrstqv85354,606
jlglxemw297,130
jbnewmyu60115,466
eiupprag27915,991
ftefwqfw80157,766
edvjeuqx25585,39
wiafjpyj20601,515
tljywslt51772,128
ohlvhtym91940,1000
gofyjkbq42712,524
cefiefan16710,669
iaaexhev78659,935
wrtsibof617,568
jmaciwjc13421,505
ppbvrsgf76748,673
engesuhv89372,196
acpuwemm23281,288
yrhidqlj64617,252
msxpdbar60499,575
tmjbqtqg5079,183
oswoftfs13717,204
aemtjeou55987,49
dtjicius87145,27
jfeeukit90300,625
nkiuyaup33846,708
thygygkf47617,426
cpwdtlbi18622,187
hdicsrxf17962,445
htalmxfw69788,968
fpdoulib97038,911
vutxccrb82410,214
vtmcuyhf36264,320
bijpesuo89626,810
rntuhvsw38350,485
audkavly44895,626
ceqrkqxw4727,390
kyjstqfe64979,422
hmxieyxm22332,178
ibmtodoi68173,10
clfderlb89670,676
oeqagobi3924,514
yfctgamj21253,517
qykmpuqf12047,851
rebnamgf35107,25
bvgyfila67439,812
tigqrewy26289,740
inbunllp64193,474
wcbbropj50077,656
xfixersd66643,11
vaqaljnh91748,992
utobrkik10027,355
tcmnbwhd79436,605
bampsjul62919,577
nmlixaqi4171,924
nisgtryw74987,314
fbeacwrl47270,661
oitqnljt18536,13
uibxhoew79800,404
jakumvar1358,328
eenrrfea90502,584
mgbnoifn69537,473
crwigsbc19501,271
mkkguwdb42068,981
fhyemfgy23268,687
qvqsxnpq18957,858
vhdrlwdk73656,323
nmxanmoo83001,800
mtgudsyv97462,96
ooqvvmnx71469,772
jdephajn96803,988
kpwrknmo27861,979
lgwolefm51639,255
ietbqlyj58104,952
gmohusmc94238,361
pacmbekk4825,251
igfckcfw63145,478
wmavtppt22032,78
fffwjwfu90033,551
oiyoftbl81221,902
ypmfjvgg45131,644
ennyvwif63381,64
kvhsfnao69804,539
euyjwout94526,195
uwdmkqhs54321,318
uluetbxf65582,229
wpukgsjl76115,968
amcmqcwq34902,692
thwqtucw686,893
hirjjglh49587,969
uikvufro61104,578
hacdewyw39676,240
hreohyih74514,548
xeqgwdgw29110,804
ccscsmnh23896,210
uedlaqvc83745,620
wkgijbco32809,100
mytbfjoy63660,940
stdgwmws86707,586
fegpiojd75969,112
pydvpgnb9935,67
qufnyyke32159,719
cptmnbdy88578,292
wyjmuvdb96046,488
equdhiyw44516,497
cpgpqjnn73324,581
bquikgbu99070,665
tccxklmm32405,165
kryvbrtb38160,398
iysuenwd66686,429
aytophhr81737,523
ceoqapfm4863,559
ycodtimf86473,816
xfokmvfv49896,514
nxtuined60418,925
wikgoqrw82688,850
mcfcbkny49982,888
wgkupbqf95698,226
warnyyge66218,410
qjqmwaen32267,703
iunkpnij53734,439
ysxooegk95334,414
wuvgkawx69843,404
ngeuitjp54014,666
dbavvthr33895,930
jvwkoajt20851,127
ptrcxtbv26877,726
xgkoyffd94507,270
vwsbxiso70390,832
deiagggp63262,885
clllcsgs89953,405
nnjsafcj41584,79
yomwtult73295,734
ablwqehl69498,874
gqfrfmca66456,233
gepbcycg39220,183
swnjqugy12409,764
bageaphg24391,691
vwisbhwy24578,743
ekkyeryq80405,915
cjsesemp7230,124
xgussfhq50923,516
qwdlegjf77161,574
roiqosmf63921,756
upoknywj17926,815
xkgqmwtn25689,834
ewrbhrai96296,391
hmysjgst23707,728
rkcfkdki3179,872
cgjxxkfm31360,101
hdbkfeol37188,817
pxnwsmay66541,734
oqyusoat35995,662
mcsxpvrs94161,970
vyphxejs74893,55
qoxtsbke77443,636
ynatwmul93563,72
mlyeihfa78295,958
oxepcgfe82839,161
okjwmxrp77168,52
rtbipjsx62452,655
hpgiixgj34388,687
smhqddve5828,139
qwjrggtw42242,133
filiiged24468,40
llehduce24325,80
dtetpcma6508,307
xhwrkepe21801,825
jtjbgimf14668,180
ogsnkcfi70320,123
hgmrpksa89170,635
jqvsnrub11290,372
rqreiwbc67639,259
wbubwusq99414,104
qytkrivx28907,980
lditoblx67471,52
sneerrny92949,304
chknmtrw81448,426
jcqumpaj59163,419
scqhggis75157,422
ckjeayrc45293,852
wpnlgvqr82850,391
fphqgfjj97946,123
pxmnrxxu99327,548
sxcwaumo81172,203
bxqeesus82706,577
dtxwklao13807,453
vyyonitu83521,998
dpqurcpi17735,96
qorljogu24316,696
lsyfqxan62220,237
dlixwolv78869,593
fueuxuxe34352,878
aewfbvix98793,45
dfgxrhtd44921,399
rshyxiyv13021,161
vfvmiqnf83898,462
dxdranoj83553,947
qlgppybo70197,396
cshotfjc34467,815
cbawowmx4181,661
nxhevkfo82459,798
wcrooxhi19092,150
gaevypji91828,493
txomeunh44982,703
cgfrtttm40074,610
fgphapve44538,412
diccnwdx32722,780
sdcspgpf53169,996
maceblpe27321,163
akbxnnxx58128,761
lbheexfg31567,244
tsdpiqgt80487,464
vdxmufoi21036,163
rsqaisgb82125,662
tobcxxwe82305,818
ojxcgfgd5883,11
xiwgyieh24109,25
pyxmoqbl70810,296
nmdmpyyk14729,952
otjbppml87776,938
vwptksmb99050,157
kucmpace29416,79
hhhadahi19007,565
icpxhwlt88291,376
bspsjxiv11881,884
usuqhocd84238,85
tfprdfgo89673,34
qkalojjv34027,51
behfoett8748,382
caxcjyoy82722,797
cdldfeqg22110,730
lrxasoev5465,946
yaowdfhf72629,254
ntbcsifs26245,887
nbjowlmt22013,853
grvtvmom71090,684
ojnftknu32381,629
nsogugaw64839,962
kuxywtwr13163,580
sqmjuggu6313,684
isanfmpb20747,909
sxunhapl7641,470
oheesckl52109,755
hqlwyjpc63853,427
dxketiky4959,547
dlgjfwhp26025,203
nxrynxbl85703,658
erpsksxc86994,374
xyhawhug35845,480
whqbjngr55221,95
lrsxeyml10214,578
wwvdjqsk80614,376
ukmvsgbk88177,100
piogxrye20927,255
bgxuqrei17273,211
nmoguvyd81973,621
amxesivv90326,895
rbbcrqoq45229,414
mdkievlt37130,135
dypxjxta96997,457
lybufern63684,123
prumurta10980,252
eqinbmrp12176,851
ofekmyvs92657,631
djkrrrgj21143,173
vjrhkufe86595,273
odiwgddy62454,172
poineeod62320,788
imktoxwi95289,470
erigkyxq41823,179
mxfolgqh26812,932
cygrufir4240,276
rqihoenr94860,62
fmgnvhkx5491,935
jmgxewii89129,294
xddnqxed79401,579
dorksaae10511,269
efihlakb46491,972
hfhgdfxp26174,151
clcrmutj40512,952
kseccvop18016,22
nliymuoq79260,202
kkunaajp34274,368
yyexyfuy46631,62
ksjakpud51120,764
ccburenl23665,800
vteapvuw21971,879
fsrslqtf6258,713
vkajqmyb40760,60
okxoqbhf71789,952
cwsnupon76955,892
vvgohulc13281,961
jsaxthag43212,264
igervjri41465,985
hlvdohac42525,699
hpnxbngi67786,195
vdhfxykw4954,913
jdlqsxpx18345,592
fillexiq63076,847
figpnery97684,993
pptytulk35595,682
xjthjdqo16725,94
jhmfkesj84233,684
atdbovtt21338,823
nknwiuas86478,74
cmkghxue11362,909
vrxtfwtr16017,513
wgukbgir18384,906
qbpexdno58089,178
pbcdeerv19474,694
lmwecvmu94870,885
jslbywsw99022,805
xxjqdhoc81580,170
tqgsvfoj36416,839
sdshwmlu4288,759
naixcreq87787,556
yhaohbfh48949,395
bjtubmki52918,254
eepmvhho38036,551
dccrxmie63304,412
ndrjgwqy87239,187
fnncblgl8672,647
jhrfahdg16296,312
qlmqxocc19354,511
xbvwttfw648,794
qnbwlvnu58861,725
soflakol89774,559
dlspiuig38884,38
siriglhn25979,39
vyfyruit59618,16
sjqcqcdv90855,488
hmcskjmn96781,696
xflsdsts75694,591
kihjgytj98362,260
jksaeypg16835,586
uokjalqm32354,552
beeyifnp64376,989
uwfegdux24451,539
poridlxn55197,904
liefpvwi57134,573
tdbgadlb41272,782
vkajnvwe57779,614
fkkkiqka85791,480
fvbhfqpm90316,428
fmrwvnab76391,419
dxuvdvxa79180,134
ubkrouya18996,665
minpbpaw36100,354
asdgvvpx72619,777
yxfiucfa30613,688
dtkdienf55090,376
ttoxkwkn45094,169
hoiwhtjc112,440
gyqnqesh79193,857
uamkstcm75246,508
craglkht26134,748
qvbbiwft76363,122
rapuhcig23951,744
ammkdofh97414,20
odhxohwc97896,508
prcuxtte38952,856
etyfwjgp47182,636
aoashkwq58090,442
gswtwvnq98203,749
wcdancar82202,825
pearrhxv41209,775
gmnwbbce4603,819
hrypyhqc90673,895
gortdces57108,975
pmhjswbc61963,403
bctrjkwm6769,336
yyfbixoj35646,955
rumlvacp54245,776
nchoyvun89539,536
wnxntrvj23932,121
spthgnsv15404,779
fmlnqmwh19196,767
osaibkfr97886,151
kqvrhynl86311,2
chppwkhn31148,918
rfrnycpd71178,768
fgkrxqck63139,735
teffmlml75826,203
bjfrxisi11101,158
ihhteomq23393,870
hgdosiwv63934,384
sthqexlc15593,235
brpriuhy96922,38
jfrpnsck25850,611
ljvcpmyu51493,885
vkrflqjg3679,497
mcwrxiii99204,931
fvcayxom79634,938
cmepfitf94058,494
fsiceqjl50599,330
anyburet37485,487
ncsdyusp93687,850
ryqkeope23380,318
klcjcvmh4706,531
xstckhdh6601,525
ljdyfinj81436,849
wnoyshjl37215,535
obihjbgp75979,579
lpmmnmxp35125,669
koilltmh20645,574
fondhqtv36076,852
jqgomauw92969,90
teoaoccl26340,312
xbsduitr21846,248
xibiptbb98052,917
cjycihoq51926,227
hivfxfau98808,713
wohafvcc79760,825
grurfcxs19986,627
tldkdgcn43853,106
gqjofubm66578,304
lsshbptm3454,946
xtoviprq78289,502
xayqhrbi68373,414
skfaeggu25665,507
vohhwyae47594,110
yelofytx88797,596
qjofmiea70002,770
dodoitch37422,646
jnhdregk93184,662
kngtmukv67965,613
hlpmonoe55701,578
wgebjoqv25160,760
ergmbcrg48841,501
ymqtjdvh24915,179
lsxyxrkh79267,359
hxaqnrmi25040,381
hancpnmf70359,615
iqqfrgoh37334,460
dtifgpul1980,842
acydcqqs56550,605
xgdnybpm21067,841
weowlcym89890,571
ppsbfkbe63955,296
nlgkvxdx4744,7
dgngturd19517,463
kpmmivxr78967,461
vkwfmqda26954,866
nhgxpsth29117,234
cbsivsrh47836,541
bdslnwvg11298,220
bgjxmmly71854,924
ppmpufkw40959,320
bhilufwp16955,89
hyxqditl50972,993
mopjovan62551,671
gwxxvcmh14930,68
jrndwunk11546,483
lfgegaoh93593,957
ctrtlrcv9010,512
nfijtsbf25546,35
stideqnp61810,737
ovkqppmr69357,32
hykrqfsp90418,943
ngqwepid25176,964
ohlisxjf14808,510
rgjthlwl5808,289
abusnvec23770,971
cswtuess4061,704
uqxjlmoe1145,991
uhumxvmx1919,222
xkahbimd85363,300
rhcovgow98781,957
vsytdgtj21620,24
vtgfccsh93403,353
hfnidlvt23123,807
ohqnlydv39784,406
svfkodnu98737,110
modjyhok11836,838
quvrnwiw16252,43
rdejwftd54208,36
tfjcukwo67107,172
htdhbpld66311,29
lycjgdck69932,784
npbbwpib65392,733
aweqvswm98847,197
pgorgsyj1950,175
lmevlxxd52753,865
kcmajbvp54078,453
cqvtobfn86844,142
sicsvvcw12090,714
jlaygnme12453,818
ymghgicc73307,553
vvettldi33400,733
gcfknllm9544,833
cydbglyc29692,50
oeswxuqm32728,74
vrtcrerq15088,40
bjcvyddq84157,253
frpqaxhx94799,589
uoatpmor92825,65
audjgiqq23526,943
oyfvuoox982,420
phnsiaka16879,628
xowvoydy36421,256
kloadpaq1826,882
kltjtpyk16391,539
bysbsryl99957,381
jlebnlvh6140,635
xvmparlp25587,518
xcwegajh17488,164
doyhcvaa46693,15
dtebqrmk26936,770
vslndkub99982,171
aypwgoiu11686,258
dubwdtev73488,636
fwpydsko51542,917
gfcydait70702,185
vvbytuth20636,934
asatitaq47508,618
wsfcokwy97579,248
ylgvgdqs70547,577
msyrdhyi57184,310
yqiigtbc79632,741
odayxyte65099,759
pmbdasej49080,620
qqitfvgo88582,172
gduxviwo34198,920
bhsrwgas52399,672
bqncwmwc57751,216
lgcvuing14440,383
tkjyufxk38636,526
qcxdpqke9777,401
usdkhybl87817,213
qtqstgwm12931,235
tuatsgoj4905,528
pgvvctvk97960,398
leulhdej82842,21
dawajpcy34471,182
txxuoafc95541,998
twycsxga42408,446
fxmctkva73604,176
tldpackr45021,645
ddjyclge95073,700
jjrpsujw98324,210
tdxhpiir7365,717
bgescbdm48995,829
cqvxwwmt71470,787
napnhnrj69111,126
opihsftp68719,507
mbifcfor43983,754
vlubcirg37429,848
ytrvdsty42837,919
ilxmyqcj15070,890
tgwwwpuy86772,917
wtaerjem45550,819
ugiyscls38206,351
tavorpcn71992,290
uwabfpix74027,314
wgidxasa78774,504
xampapwy76594,983
pnqdkxtj63747,655
foegrurr65168,722
vnbkjjvf18935,711
gobuojmt20561,39
xbbaqqsm73239,853
dgfhbhob2769,463
hjxsbdqu4175,265
cyoocsky44332,677
vthtiirq55658,419
cxoefqwo7108,79
tapjnsux10621,389
bfsysabd29012,237
xsrripdu52298,266
epmphvvs49610,611
mdyxfoew16390,213
peohajcp96390,287
ukchpnwg76911,247
ydsmgxlq33587,420
eakybfua34555,426
bnmnjwnt24448,522
aukbbdde71909,696
byqiqemw34771,750
hvhmlmrk23171,300
tauvpqku8445,846
ktkasqik56619,321
navcnraa81639,466
gfwvqukd8625,611
vjivvmjy60609,192
rnuhbqst14985,96
xnwbwyjk78313,663
uvcjtmos80637,210
pubyhknb63292,901
mwurgsfh94681,998
eoyohcem97732,84
umbfvbxk45241,229
dcngwldm16507,735
bkhjpols15640,756
dpkwqiej428,546
pqljigti43583,198
stycvedl46513,818
gwnqupep8959,963
uimtbasb55866,803
nhncxpfn73469,569
bakxrbjw66332,95
sndnlrlj34943,192
hoavihkk70715,546
eyvkwtgn71751,392
kijxtgpb3791,118
oftwpxcb51351,990
uyoehgqi52051,488
bymmdrof42953,161
xdcriwnt38259,210
fqalrgvj30160,887
kcghrfmk59311,700
jdnmlhtd43855,75
iwxxjipc12382,355
bfwtbtkw43560,786
lsaivcsb23622,678
lmkookxl59134,223
xgxufjlf9831,344
daoqfiyo68655,376
tdhrcwcd37451,789
gncdrwty27162,439
pmeaecla14421,24
kiqkuavp81070,441
ghgqprae43864,81
lehvwdfx840,842
vjwuekvv92446,699
ahndxyho35864,186
uvbomijw78492,605
ssnckukb54296,306
dihruwaw63878,4
etnxhfsy57368,978
cdysheut42487,731
hecfhcjn68492,369
dkparuyj53133,818
kwowtokr86606,113
fpslxhyc10280,120
xldffypp56843,331
ignoeelf36154,37
tcpsjkxf56252,494
hxmmnqqp960,304
eqnfsjuh15051,546
gcvmvqbh24024,266
